## برنامج الرياضيات - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
| ر ١١١ | تفاضل و تكامل (١) | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف ١٠١ | خواص المادة والحرارة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠١ | كيمياء عامة (١) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠٢ | كيمياء عامة (٢) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ١٠١ | مقدمة في علم الخلية والأنسجة والوراثة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ١٠١ | حقوق الإنسان ومكافحة الفساد | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٧** | | | | | **٥٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الأول - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر ١١٢ | جبر و هندسة | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف ١٠٢ | كهربية ومغناطيسية و ضوء | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ١٧١ | كيمياء وأيض الكربوهيدرات | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٣١ | أسس الكيمياء العضوية (١) | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن ١٠٦ | فسيولوجي وميكروبيولوجي | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ١٠٢ | مقدمة في علم الحاسب | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٦** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٢** | | | | | **٣٣** | | | | | **١١٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الثاني - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٢٧١ | كيمياء وأيض الليبيدات | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٢٧٢ | كيمياء الاحماض الامينية وأيضها والبروتينات | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٢٧٣ | كيمياء وايض الاحماض النووية | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٢١ | كيمياء العناصر الممثلة | ك ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٢٣٠ | كيمياء عضوية عملية (١) | ك ١٠١ | ١ | -- | -- | ٦ | -- | ٢ | ٦٠ | -- | ٤٠ | -- | ١٠٠ | |
| ك ٢٣١ | كيمياء عضوية فيزيائية (١) | ك ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف ٢٢١ | ضوء فيزيائي | -- | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | إختيار مقرر واحد |
| ف ح ٢١١ | مقدمة في الفيزياء الحيوية | -- | -- | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | إختيار مقرر واحد |
| ع ٢٠١ | مصطلحات علمية باللغة الإنجليزية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | -- | ٩٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٧** | **١** | | | | **١٨** | | | | | **٨٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الثاني - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٢٧٤ | الفيتامينات | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٢٧٥ | أيض الماء والعناصر | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٢٧٦ | الإنزيمات | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢١٣ | التحليل الحجمي والوزني | ك ١٠٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٤١ | الديناميكا الحرارية | ك ١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ر ٢١٣ | رياضيات بحتة | ر ١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | إختيار مقرر واحد |
| ر ٢٠٧ | رياضيات حيوية | -- | -- | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | إختيار مقرر واحد |
| ع ٢٠٢ / ع ٢١٠ | مواد ثقافة (اختيار مقرر واحد) | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٣** | **٢** | | | | **٣٥** | | | | | **١٤٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الثالث - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٣٧١ | الهرمونات | ك ح ٢٧٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٣٧٢ | المعلومات الوراثية وتطبيقاتها | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٣٧٣ | كيمياء الاغذية وتحليلها | ك ح ٢٧٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٢٤ | الكيمياء التناسقية وكيمياء العناصر الانتقالية | ك ٢٢١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٣٣٠ | كيمياء عضوية عملية (٢) | ك ٢٣٠ | ١ | -- | -- | ٦ | -- | ٢ | ٦٠ | -- | ٤٠ | -- | ١٠٠ | |
| ك ٣٣١ | مركبات عضوية غير متجانسة الحلقة | ك ٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٣٤٢ | كيمياء كهربية (٢) | ك ٢٤١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| **المجموع** | | | **٧** | -- | | | | **١٨** | | | | | **٧٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الثالث - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٣٧٤ | كيمياء مناعية جزيئية | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٣٧٥ | التكنولوجيا الحيوية وتطبيقاتها | ك ح ٢٧٣ | ١ | -- | ٢ | ٣ | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٣٧٦ | سوائل الجسم | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣١٧ | التحليل الآلي | ك ١٠٢ | ١ | -- | ٣ | -- | ١ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٣٢٣ | آلية التفاعلات غير العضوية -- مقدمة في الكيمياء غير العضوية الحيوية | ك ٢٢١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٣٨ | أطياف المركبات العضوية | ك ٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ر ٣٣٠ | إحصاء حيوي | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| **المجموع** | | | **٧** | -- | | | | **١٨** | | | | | **٧٠٠** | |
| **مجموع الفصلين** | | | **١٤** | -- | | | | **٣٦** | | | | | **١٤٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الرابع - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٤٧١ | بيولوجيا جزيئية متقدمة | ك ح ٢٧٣ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٤٧٢ | الاتجاهات الحديثه في الكيمياء الحيويه | ك ح ٢٧٣ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٤٧٣ | تنظيم الايض وحيوده | ك ح ٢٧٦ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٤٧٤ | كيمياء الشقوق الحرة ومضادات الاكسده (٢) | ك ١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤١٣ | كيمياء البيئة وتطبيقات النانو (٢) | ك ٢١٣ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤٢٤ | كيمياء العناصر الإنتقاليه الداخليه وروابط المتراكبات (١) | ك ٢٢١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| **المجموع** | | | **٦** | -- | | | | **١٦** | | | | | **٦٠٠** | |

---

## برنامج الكيمياء الحيوية - المستوى الرابع - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك ح ٤٠٠ | مشروع بحث ومقال | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ٢٠ | ٢٠ | ٦٠ | ١٠٠ | |
| ك ح ٤٧٥ | بيولوجيا الخلايا الجذعية | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٤٧٦ | بيولوجيا السرطان | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٤٧٧ | كيمياء حيوية إكلينيكية | ك ح ٣٧٦ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤٣١ | كيمياء المنتجات الطبيعية | ك ٢٣١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٤٢ | الكيمياء الفيزيائية للسوائل وللمحاليل -- الغرويات | ك ١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٤٦ | كيمياء السطوح والحفز (٢) | ك ٢٤١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| **المجموع** | | | **٧** | -- | | | | **١٦** | | | | | **٧٠٠** | |
| **مجموع الفصلين** | | | **١٣** | -- | | | | **٣٢** | | | | | **١٣٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر١١١ | تفاضل وكامل (١) | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠١ | خواص الماده والحرارة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك١٠١ | كيمياء عامة (١) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠١ | مورفولوجيا وتشريح النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠١ | مقدمة في علم الخلية والأنسجة والوراثة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠١ع | حقوق الإنسان ومكافحة الفساد | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٧** | | | | | **٥٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الأول - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر١١٢ | جبر وهندسة | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠٢ | كهربية ومغناطيسية وضوء | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك١٠٢ | كيمياء عامة (٢) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠٢ | تنوع احيائي وأساسيات فسيولوجيا النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠٣ | الشكل الوظيفي | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠٢ع | مقدمة فى علم الحاسب | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | **--** | | | | **١٧** | | | | | **٦٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الثاني - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك٢٢١ | كيمياء العناصر الممثلة | ك١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٢٣٠ | كيمياء عضوية عملية (١) | ك١٠١ | ١ | -- | -- | ٦ | -- | ٢ | ٦٠ | -- | ٤٠ | -- | ١٠٠ | |
| ك٢٣٤ | أسس الكيمياء العضوية (٢) | ك١٠١ | ١ | | ٣ | -- | -- | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٢٠١ | تركيب دقيق للخلية النباتية ووراثة عامة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٢٠٢ | ايض عام للنبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ف٢٢١ | ضوء فيزيائي | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ف ح٢١١ | مقدمة في الفيزياء الحيوية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ٢٠١ع | مصطلحات علمية باللغة الإنجليزية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | -- | ٩٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٧٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الثاني - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقية | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|--------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك٢٣١ | كيمياء عضوية فيزيائية (١) | ك١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٢٤١ | ديناميكا حرارية | ك١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح٢٧٧ | أسس الكيمياء الحيوية (١) | ك١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٢٠٣ | مقدمة في البيئة النباتية وتصنيف زهري (١) | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٢٠٤ | علم الطحالب وفسيولوجيا النمو والتطور | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر٢١٣ | رياضيات بحتة | ر١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ر٢١٩ | معادلات فرقية | ر١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ع٢٠٢ | مواد ثقافية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة (اختيار مقرر واحد) |
| ع٢١٠ | مواد ثقافية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة (اختيار مقرر واحد) |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٦٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الثالث - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك٣١١ | أسس التحليل الكيميائي (١) | ك١٠٢ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٣٣٨ | أطياف المركبات العضوية | ك٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٣١٢ | بيولوجيا ضوئية ومنظمات نمو نباتية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٣١٣ | وراثة خلوية ووراثة ميكروبية | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٣١٤ | علم البكتربا والفيروسات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر٣٣٠ | إحصاء حيوي | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٣١١ | فسيولوجيا كائنات دقيقة | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| ن٣١٥ | فسيولوجيا الإجهاد والتحكم الحيوي | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٧٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الثالث - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك٣٢٤ | الكيمياء التناسقيه وكيمياء العناصر الانتقالية | ك٢٢١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٣٤٢ | كيمياء كهربية (٢) | ك٢٤١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٣٠٨ | مناخ وجغرافيا نباتية وتصنيف زهري (٢) | ن٢٠٣ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٣٠٩ | تغذية معدنية وعلاقات مائية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٣١٦ | معلوماتية حياتية وتطبيقاتها | ن٢٠١ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٣٣٣ | كيمياء عضوية تطبيقية | ك١٠١ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ك٣٣٤ | كيمياء الاصباغ والالياف | ك١٠١ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٧** | | | | | **٦٠٠** | |

---

## برنامج الكيمياء والنبات - المستوى الرابع - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ك٤٠١ | مشروع بحث ومقال | -- | ١ | -- | ١ | -- | ١ | ١ | -- | ١٠ | ١٠ | ٣٠ | ٥٠ | |
| ك٤٢٤ | كيمياء العناصر الإنتقالية الداخلية وروابط المتراكبات (١) | ك٢٢١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٤٣٦ | كيمياء المنتجات الطبيعية والمركبات غير متجانسة الحلقة | ك٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٤٤٢ | الكيمياء الفيزيائية للسوائل وللمحاليل -- الغرويات | ك١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك٤٤٥ | كيمياء السطوح والحفز (١) | ك٢٤١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ن٤١٣ | علم الأنزيمات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن٤١٢ | مزارع غذائية وأساسيات زراعة أنسجة نباتية | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
